estar,desc
"[""好""]",过年的时候我要从海口返回上海，记得当时我在选航空公司时，春秋航空让我没有拒绝的理由，其一众所周知是价格经济实惠，其二，它居然在上海的虹桥机场降落，这是很重要的原因，因为其他航空公司大多都是在浦东机场落地的，对我而言，虹桥比浦东机场方便太多了，所以我毫不犹豫就选择了春秋。我在登机的时候，空中小姐很客气的把我们的座位调到了前面，很贴心谢谢哦~~春秋的飞机虽然不大，也没有饮料膳食供应，不过它的性价比实在令人动心。偶尔银子吃紧的时候选择春秋还是非常不错的哦~~
"[""好""]",呜…之前做过春秋航空的飞机，除了小了点之外。其它都很好。。。不过今年过年回家想定机票，可是好贵噢。。。有些小心疼。。。
"[""还行""]",生平第一次坐他们家的飞机 之前听阿兔还有狮子说的很雷人 所以也就做好心理准备 现场LIve的东方CJ直销 &非常狭小的座位 所以在换登机牌的时候特意挑了靠走道的座位 要把腿伸直啊！
"[""差""]",虽然很便宜 但是真的的不怎么样 9月6号去海南的航班上的服务员还不错 但到了11号回来的时候 太倒霉了 碰到个很不怎么样的服务员
"[""很差""]",还有比他家更加差的航空公司吗？哦  有的  就是吉祥了
"[""还行""]",会选择春秋航空是因为它的票价实在是给力。我最喜欢抢他的特价机票来。但是手脚么总是慢一步。没有抢到过呀~~
"[""很差""]",实在是很恐怖的飞行，属于经历过一次后就再也不想有第二次。。。
"[""还行""]",坐了几次了 以前只发水 现在连水都没了 这些就算了 - -主要是太吵 一直在说促销的事，睡觉都不成，最近又买了一次，没想到有了加钱选座位，越来越猥琐啦。。。。如果不是赶时间需要便宜的票，以后不会买他们家的= =吵闹是最主要的。。。吃不消
"[""还行""]",分别订了从上海到厦门及泉州到上海的机票。。。机票各为380及360，燃油费加机场税各为90，保险每份20。。。真有点后悔那么迟才订的机票。。。早在两个月前订的话，机票就只需300以内，但我忘了是那家航空公司。从上海到厦门的飞机好象一直在颠簸。。。让人心惊胆跳。。。朋友说即使廉价也不会选择再乘春秋了。。。但回程很让人放心。。。机长很有交代，颠簸次数也比之前乘的大大减少。。。虽然起飞时间延迟了25分钟。。。春秋是我乘坐过最小的飞机。。。不知是因为航程比较短还是因为低成本航空公司。。。机舱内真的什么娱乐设施都没有。。。若非用餐时间，机舱内是不会准备主餐的。。。但小吃零食简便饮料一定有。。。去程的第二个半小时有推销商品时段，我当时在想：这个环节真的有那么重要吗？有些乘客想在机舱内小睡一会儿的时间也被挪去了。。。朋友觉得乘得不是很舒服。。。除了座位不那么舒服之外，颠簸次数大得弄得头疼了。。。
"[""好""]",多年前去四川旅游，就是选的春秋旅游，那里网上订票只能便宜10元，不过快递费免掉的，感觉工作人员服务还算到位的，春秋还是蛮正规的，那次旅游还是蛮成功的，下次还会选择春秋的。
"[""好""]",春秋嘛大家都懂的 因为票价便宜所以飞机上没有水的 延误也是正常的。最近一次乘去厦门 去的时候倒还好 没有晚多久 而且订的是商务的啊 第一排位置 欣喜的是还有东西吃 可回来的时候就不敢恭维了 等了近两小时才飞的 到家都凌晨两点了
"[""很差""]",超级后悔定这家航空公司。
"[""好""]",春秋的会员，提前预定机票，价格灰常灰常给力，当然更适合短途旅行，对服务什么的要求不高的人士，比如学生族。
"[""差""]",春秋航空真是没话说，差，很差，非常差。
"[""还行""]",便宜是它家特点，价格很给力，遇到促销满爽的。哈哈
"[""还行""]",和LG公司去厦门旅游的时候头一次乘，感觉还行，想做靠前点位子的话加20或50元，还可以享受优先登机。缺点是连水都是收费的，就算自己带杯子，也是要收费，3元一小纸杯的量。飞行大部分时间都是在推销，想休息都没那可能。除了票价低廉之外，其他真的很一般
"[""还行""]",国内自由行~
"[""还行""]",不是很喜欢坐它家的航班，虽然价钱是稍微的便宜一点，恩，那个所谓的99元好象。。。呵呵。。。满遥远的，但它家飞机的飞行时间会特别长，起飞时间也不是很喜欢。
"[""好""]",准备5月初去厦门玩的，然后，在他们家找便宜的机票，唉，199的真是少呀，有也是时间很刮三的，但是，他们家的机票比起其他的航空公司来说，还是便宜的，找到了240单程的，加上点燃油附加费，还有机场建设费，差不多380，来回760，可以承受。虽然现在才3月底，但是，怕机票情况有变，所以还是早早的下了订单。我还没有做过他们家的航班，听说服务不好，还老是晚点，但是看在便宜的面子上还是忍了，所以，希望我这次旅行可以顺利一点。
"[""还行""]",春秋的飞机 还真是小的可以 不仅宽度小 就连座位之间的距离也很小 一直坐着真是很难过啊
"[""好""]",去厦门来回飞机票定得都是春秋航空
"[""好""]",便宜，就是冲着便宜才买他们家的机票的。上个月爸爸来上海看我，来回都买的春秋航空的机票，才99，不过一分价钱一分货，水和食物都是不提供的哦。没有做过的人注意了
"[""还行""]",我估计所有选择春秋航空的都是因为实惠的价格。
"[""还行""]",機票的確很便宜，但是服務真的是一塌糊塗。
"[""很好""]",上个月去云南玩，来回票订的“春秋航空”去是直接从上海至昆明499元/人；返回是从贵阳至上海299元/人，没有买到199元的票。票价很实惠，这也是春秋航空的一大特色；在飞机返回上海时，买了个飞机模型40元。按照票价选择航空公司的话  春秋航空肯定是首选。
"[""差""]",春秋航空以低价票出名，这次出门没有买到199元的
"[""好""]",以经济实惠著称，早前搭过几次，基本上还好。只是有一次起飞时间延误得有些夸张，从晚上20点一直等到凌晨3点多，清晨才到上海的。好在客服解决问题的态度还好，提供了夜宵，水果，赔偿了每位旅客部分票价，还用大巴把我们送到了市中心。
"[""好""]","春秋航空的确是很便宜的，但是便宜的机票基本都是出发地或者目的地是上海的航线才有春秋航空，每次从哈尔滨到上海基本都做春秋航空，虽然没有其他大航空公司的飞机大、舒适，但是胜在价格合理，最低的时候做过299的，比较不喜欢的是空姐都会在卖东西，不管你是不是很困,还是要听他们的兜售"
"[""好""]",去厦门和张家界乘的都是春秋航空，价格很便宜。
"[""还行""]",某次为了省钱，定了春秋航空
"[""还行""]",春秋航空贵在价格便宜，一般几百块一张飞机票，不过很奇怪，有的热点航线没有，我记得北京飞上海就没有航班的，但是如果真心不缺钱还是不要买春秋航空了。
"[""还行""]","听别人说是最便宜的机票机票，上网一查，还是挺便宜的，后来付款，一会要加保险费，一会要加燃油税费，一会选座位也要加钱，天哪~机票200,元，乱七八糟的加起来也要200元出头了。"
"[""好""]",这次去厦门乘的是春秋的飞机，没有网上说的那么差，去和回来的时候都没有误机，这点是很难得的。或者说是我运气比较好吧。
"[""还行""]",♡with粑粑麻麻年末香港游♡2011.11.29 & 2011.12.2
"[""好""]",居然没有评论过春秋，哈哈，这里补上。
"[""还行""]",春秋航空价格绝对有优势，但是服务也需要进一步提升。座位比较狭窄，个子大的人坐着真难受，一路上推销东西，不提供餐饮，不过看在便宜的份上，自己出行还是会选择他家。
"[""还行""]",额......怎么说呢，如果时间充裕，提前1.2个月能定机票的话，春秋是没什么价格优势的；
"[""好""]",我也为春秋正名，蛮喜欢的一个航空
"[""还行""]",最近几次出行都是订春秋航空的机票，便宜为上吧~
"[""还行""]",去厦门坐的春秋航空，⊙﹏⊙b汗，太那个。。。。在天上就一直接受空姐的洗礼（一直广播推销产品）真心受不了啊。。。。苦不堪言
"[""还行""]",春秋太垃圾了，做十次有8次是延误的。飞机上的环境真的和大公司没的比，座位很脏，空姐不停的推销，吵闹的很。没有吃的提供。唯一值得欣慰的就是价格了。除此之外一无是处。
"[""还行""]",春秋航空的机票比起其他家来说，是真心便宜啊。
"[""很差""]",伤心了，去往厦门的灰机上，误机了，在飞机上等了1小时了，可是都没有水给乘客喝的呢，是不是这个服务也需要付钱？
